date_work,dot,port,port1,ip,ip1,domain_count,urls_count,click,here,link,suspension,dear,verifyyouraccount,html,w_count,str_count,body_richness,account_count,suspended_count,word_count,@,!,#,%,&,+,-,_,$,*,/,\,contain_account,contain_password,contain_verify,contain_reward,contain_confidentiality,contain_cancel,bank,fw,re,verify,subject_word_count,subject_str_count,subject_richness,upper
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,939,0.15,0,0,99,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0.25,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,270,2916,0.09,0,0,120,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,323,2051,0.16,0,0,205,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,0.19,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,126,0.01,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,34,0.03,1
1,2,0,0,0,0,1,2,0,0,0,0,0,0,1,57,1042,0.05,0,0,55,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,21,0.19,1
0,6,0,0,0,0,2,3,0,0,0,0,1,0,0,569,2037,0.28,0,0,86,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,22,0.18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,2657,0.15,0,0,237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0.29,1
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,83,0.05,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,27,0.11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,3069,0.15,0,0,285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0.23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,749,0.17,0,0,104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,15,0.2,1
0,8,0,0,0,0,2,4,0,0,0,0,0,0,1,227,2557,0.09,0,0,122,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,20,0.15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,381,0.15,0,0,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0.17,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,303,3214,0.09,0,0,142,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,311,3121,0.1,0,0,146,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,5,0,0,3,1,3,9,0,0,0,0,1,0,1,282,601425,0,0,0,171,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,22,0.18,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,242,2874,0.08,0,0,132,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,116,1693,0.07,0,0,86,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,32,0.22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0.11,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,883,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,54,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1404,0,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,295,2387,0.12,0,0,131,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,38,0.16,1
0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,6,136,0.04,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,51,0.14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,18795,0,0,0,13,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,23,0.13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15067,0,0,0,13,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,23,0.13,1
0,8,0,0,0,0,4,5,0,0,0,0,0,0,1,274,1908,0.14,0,0,172,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,64,0.2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1107,0.15,0,0,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0.13,1
0,19,0,0,0,0,4,7,0,0,0,0,0,0,0,763,4226,0.18,0,0,320,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,64,0.14,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,97,0.01,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50,0.02,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,341,3046,0.11,0,0,118,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,330,2384,0.14,0,0,214,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,31,0.13,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0.05,1
0,3,0,0,3,1,2,6,0,0,0,0,0,0,1,158,1442,0.11,0,0,122,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,15,0.2,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,53,1011,0.05,0,0,49,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,19,0.26,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,298,3122,0.1,0,0,142,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,4,0,0,0,0,2,2,0,0,0,0,0,0,1,57,1036,0.06,0,0,55,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,27,0.15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,5237,0.17,0,0,401,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,11,56,0.2,1
0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,659,4473,0.15,0,0,251,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,24,0.17,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1053,7497,0.14,0,0,250,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,31,0.23,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,301,3112,0.1,0,0,136,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,22507,0,0,0,13,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,23,0.13,1
0,12,0,0,0,0,4,7,0,0,0,0,0,0,1,1226,11323,0.11,0,0,647,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,75,0.15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,210,744,0.28,0,0,69,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,60,0.2,1
1,6,0,0,0,0,2,2,0,0,0,0,0,0,1,557,2622,0.21,0,0,259,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9,53,0.17,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,321,3443,0.09,0,0,152,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,0.2,1
0,4,0,0,3,1,3,12,0,0,0,0,0,0,0,356,3946,0.09,0,0,239,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,883,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,54,0.02,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,111,0.01,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,74,0.01,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,165,1727,0.1,0,0,131,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,14,0.21,0
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,301,3112,0.1,0,0,136,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,62,458,0.14,0,0,55,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,48,0.17,1
0,3,0,0,0,0,1,1,0,0,0,0,1,0,1,282,2250,0.13,0,0,128,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0.2,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,176,503,0.35,0,0,48,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,19,0.16,1
0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,267,1860,0.14,0,0,110,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,15,0.27,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,293,2754,0.11,0,0,143,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,31,0.16,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,19,171,0.11,0,0,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,23,0.17,1
0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,161,1670,0.1,0,0,137,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,22,0.18,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,569,2609,0.22,0,0,286,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,53,0.17,1
0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,57,1030,0.06,0,0,54,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,23,0.17,1
0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,48,877,0.05,0,0,48,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,36,0.19,1
0,11,0,0,0,0,2,4,0,0,0,0,0,0,1,2525,22804,0.11,0,0,1003,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,37,0.11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,78,0.13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,0.16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,632,0.14,0,0,68,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,30,0.2,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,995,1437,0.69,0,0,63,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0.17,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,90,0.01,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50,0.02,1
0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,413,2770,0.15,0,0,229,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,25,0.16,1
0,4,0,0,3,1,3,7,0,0,0,0,0,0,1,229,2041,0.11,0,0,144,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,71,0.18,1
0,3,0,0,0,0,2,2,0,0,0,0,0,0,1,19,3111,0.01,0,0,18,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,56,0.02,1
1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,211,1293,0.16,0,0,141,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,14,0.21,0
1,2,0,0,0,0,1,2,0,0,0,0,1,0,1,64,595,0.11,0,0,57,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,32,0.19,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,153,1051,0.15,0,0,107,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,38,0.16,1
1,6,0,0,0,0,2,2,0,0,0,0,0,0,1,734,3248,0.23,0,0,277,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9,53,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,570,0.17,0,0,66,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,34,0.15,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,54,1030,0.05,0,0,50,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,28,0.18,0
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,54,1017,0.05,0,0,50,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,27,0.22,0
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,262,1938,0.14,0,0,175,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,47,0.13,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,379,2250,0.17,2,0,238,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,19,0.26,1
0,4,0,0,0,0,3,3,0,0,0,0,0,0,1,72,2448,0.03,0,0,60,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,30,0.03,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,111,0.01,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,74,0.01,1
0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,5,143,0.03,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,35,0.14,1
1,6,0,0,0,0,2,2,0,0,0,0,0,0,1,953,5056,0.19,0,0,450,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9,53,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,415,3469,0.12,0,0,169,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,38,0.16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,2262,0.16,0,0,242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.25,0
0,8,0,0,0,0,3,4,0,0,0,0,1,0,1,544,8626,0.06,0,0,300,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,70,0.13,1
1,4,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2033,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,29,0.03,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,80,627,0.13,0,0,67,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,48,0.17,1
0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,1093,8664,0.13,0,0,495,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,46,0.17,1
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,717,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,42,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,495,0.15,0,0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0.14,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,163,2007,0.08,0,0,88,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,0.25,0
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,53,1017,0.05,0,0,49,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,27,0.22,0
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1053,7497,0.14,0,0,250,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,31,0.23,1
0,21,0,0,19,1,6,29,0,0,0,0,0,0,1,1249,7841,0.16,0,0,417,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,13,101,0.13,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,77,0.01,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,58,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,338,1261,0.27,0,0,150,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,53,0.17,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,113,719,0.16,0,0,92,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,0.14,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,54,1025,0.05,0,0,50,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,26,0.15,0
0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,161,1665,0.1,0,0,137,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,21,0.19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2116,0,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,61,0.02,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,91,1200,0.08,0,0,74,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,35,0.17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1616,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,24,0.08,1
0,2,0,0,3,1,2,6,0,0,0,0,0,0,1,141,1217,0.12,0,0,83,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,48,0.19,1
1,4,0,0,0,0,1,2,0,1,0,0,0,0,0,68,564,0.12,0,0,50,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,25,0.2,1
0,9,0,0,0,0,1,3,0,0,0,0,0,0,0,1465,12862,0.11,0,0,517,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,8,49,0.16,1
0,4,0,0,0,0,3,3,0,0,0,0,1,0,1,304,2219,0.14,0,0,205,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,13,0.23,1
1,4,0,0,0,0,2,2,0,0,0,0,0,0,1,57,1037,0.05,0,0,56,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,30,0.2,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,274,2266,0.12,0,0,214,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,31,0.23,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,186,1375,0.14,0,0,134,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,0.18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0.1,1
0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,659,4473,0.15,0,0,251,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,24,0.17,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,356,3061,0.12,0,0,124,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,72,0.03,0,0,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,54,0.02,1
0,6,0,0,0,0,2,4,0,0,0,0,1,0,0,457,3518,0.13,0,0,321,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,31,0.13,1
0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,161,1188,0.14,0,0,126,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,52,0.17,1
0,7,0,0,0,0,4,4,0,0,0,0,0,0,1,528,4671,0.11,0,0,284,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,30,0.17,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,72,0.03,0,0,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,54,0.02,1
1,2,0,0,0,0,1,2,0,0,0,0,1,0,0,6,136,0.04,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,51,0.14,1
0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,364,3022,0.12,0,0,141,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,57,0.02,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,294,1731,0.17,0,0,203,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,28,0.14,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,274,2265,0.12,0,0,214,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,23,0.17,1
0,4,0,0,0,0,3,3,0,0,0,0,0,0,1,72,2448,0.03,0,0,60,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,30,0.03,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,98,0.01,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,70,0.01,1
0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,153,917,0.17,0,0,105,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,13,0.15,0
0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,169,1399,0.12,0,0,137,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1059,9018,0.12,0,0,413,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,45,0.16,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,274,2254,0.12,0,0,213,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,18,0.22,1
0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,129,984,0.13,0,0,80,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,46,0.15,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,28,1624,0.02,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,94,0.01,1
0,4,0,0,0,0,2,2,0,0,0,0,0,0,1,1084,11625,0.09,0,0,579,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,18,77,0.23,1
1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,64,440,0.15,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0.27,0
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,341,3046,0.11,0,0,118,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,11,0,0,0,0,4,6,0,0,0,0,0,0,1,743,8704,0.09,0,0,313,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,14,0,0,0,0,6,7,0,0,0,0,0,0,1,1545,8258,0.19,0,0,575,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,12,82,0.15,1
0,4,0,0,0,0,1,2,0,1,0,0,0,0,0,68,564,0.12,0,0,50,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,25,0.2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,2021,0.17,0,0,174,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,54,0.15,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,58,750,0.08,0,0,35,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,26,0.15,1
0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,454,3322,0.14,0,0,304,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,35,0.14,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,53,1020,0.05,0,0,49,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,19,0.21,0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,570,2468,0.23,0,0,242,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,53,0.21,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,308,3123,0.1,0,0,245,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,15,0.13,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,430,0.42,0,0,48,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,53,0.17,1
